Review_Date,Positive_Review,Negative_Review,Reviewer_Score,Tags,Total_Number_of_Reviews_Reviewer_Has_Given,days_since_review,month_idx,days_num,doc_id
2016-04-28,It was simply the perfect hotel with amazing service,No Negative,10,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,462 day,4,462,264
2016-04-24,Everything from the moment we stepped into the hotel to the time we left,Everything was excellent,10,"[' Leisure trip ', ' Family with young children ', ' Superior Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,466 day,4,466,265
2016-04-10,excellent location nice staff great breakfast,Hotel is under construction,8.8,"[' Leisure trip ', ' Solo traveler ', ' Basic Single Room ', ' Stayed 1 night ']",7,480 day,4,480,266
2016-04-23,No Positive,The staff is not helpful They removed our extra bed without any notice And only about to give us one at midnight,2.5,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']",1,467 day,4,467,267
2017-04-13,Ottimo tutto,No Negative,10,"[' Business trip ', ' Group ', ' Superior Double Room ', ' Stayed 3 nights ']",11,112 day,4,112,268
2016-04-14,The room was wonderful the food was fantastic,No Negative,9.6,"[' Leisure trip ', ' Group ', ' Superior Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,476 day,4,476,269
2016-04-26,As an 1865 member as usual Could not fault anything Club Lounge as usual wonderful All staff especially Norbert looks after everyone,Nothing everything First Class,10,"[' Leisure trip ', ' Group ', ' Executive Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,464 day,4,464,270
2016-04-07,No Positive,the resturant at the reception their staff verry rude I waited for them as it s my turn the waiter lady was chating to their freinds and i waited almost 45 minutes till she come back to me I told the manger about it and he didn t care he was the one without hair note that always every year i come and I receive the same bade service and there is allot of bad things at the hotel which needs a 50 000 word atleast to talk about I never ever recomend this hotel to anyone if you need your vacation to be perfect choose another 5 star hotel near by thank you,2.5,"[' Leisure trip ', ' Group ', ' Classic Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,483 day,4,483,271
2016-04-03,facility accessibility cleaness,price,5.4,"[' Leisure trip ', ' Group ', ' Special Offer Double Room ', ' Stayed 2 nights ']",1,487 day,4,487,272
2017-04-21,STAFFS ARE VERY FRIENDLY subway green line U4 is right at the site convenient,No Negative,10,"[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 2 nights ']",12,104 day,4,104,273
2016-04-11,I was fooled by the Location on the river and the Balcony So disappointed The hotel is only the 1st 2 floors of the building so you won t be getting any view of the river only noises screaming train sound and police siren from the street Rooms and bathroom were OK a bit small Breakfast is average breads eggs cheese and cereals,I didn t like the bed l 2 single beds stuck to each other and 2 separate single covers not queen or king but it was like this in the other 2 hotels in Austria as well So I guess this is their couple system,6.7,"[' Leisure trip ', ' Couple ', ' Double Room with Balcony ', ' Stayed 3 nights ']",56,479 day,4,479,274
2017-04-03,Breakfast was very pleasant and the variety of well cooked food was very good The atmosphere in the restaurant with good classical music being played just added up positively to the productive beginning of the working week,Unfortunately some of the personnel does not speak good English while my German skills also desire improvement But we still managed,9.2,"[' Business trip ', ' Solo traveler ', ' Classic Single Room ', ' Stayed 1 night ']",5,122 day,4,122,275
2016-04-08,Everything always a pleasure to stay there,Not found anything,10,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",5,482 day,4,482,276
2017-04-25,Perfect location and the staff was very friendly The hotel is only few minutes walk from the tube station You don t even have to leave the area tho you ll find museums restaurants pubs cafes and loads to do right there,No Negative,9.6,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",7,100 day,4,100,277
2017-04-09,Near to places we wanted to visit,They put us in basement room next to kitchen and dining room Very noisy Also started decorating whilst we were there didn t tell us got paint on my jacket I complained 3 times and the manager was never available always in a meeting,4.2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,116 day,4,116,278
2017-04-29,Beautiful unique hotel especially at night Staff were very friendly and helpful Breakfast was great,Very remote from center of Amsterdam but that made for more of an adventure,9.6,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",2,96 days,4,96,279
2016-04-04,Excellent housekeeping,Bed were rather small,7.1,"[' Leisure trip ', ' Couple ', ' Standard Double ', ' Stayed 4 nights ']",2,486 day,4,486,280
2016-04-30,Was always good now it s excellent,No Negative,10,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",5,460 day,4,460,281
2017-04-05,No Positive,The room was dirty and cold,4.2,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3,120 day,4,120,282
2017-04-25,Excellent location for someone going to an event at the London Palladium Excellent bed and top notch bathroom,The chaos at breakfast with too many having breakfast at the same time,8.3,"[' Leisure trip ', ' Couple ', ' Standard Double Twin Room ', ' Stayed 2 nights ']",5,100 day,4,100,283
2016-04-25,Lovely room comfortable bed gorgeous breakfast with amazing choice Great location with wonderful views of the river skyline from the hotel bar Would probably ask for a room with a view next time,The complimentary ferry there was a massive queue of people queuing up to catch the ferry after the gig we were attending at the 02 and we could see the boat was just sitting there the other side of the water unmanned it should have been there waiting when the gig finished Lots of people stay at this hotel because they re attending a gig at the 02 so the hotel really needs to get this weighed up,9.2,"[' Leisure trip ', ' Couple ', ' Queen Guest Room ', ' Stayed 1 night ']",3,465 day,4,465,284
2017-04-09,No Positive,Room in terrible condition,2.5,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",6,116 day,4,116,285
2016-04-14,Staff very friendly very clean and good quality breakfast,pool warmer,9.4,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room 2 Adult 1 Children ', ' Stayed 1 night ']",2,476 day,4,476,286
2017-04-26,All good Nice location and good value for money PS I have made my reservation last minute so I can t be really unbiased Great breakfast not wonderful I will come back,nothing,10,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']",22,99 days,4,99,287
2017-04-06,The warm cookies when you arrive,No place for bike lock,8.3,"[' Business trip ', ' Solo traveler ', ' Queen Guest Room ', ' Stayed 1 night ']",19,119 day,4,119,288
2017-04-01,The bar and staff,I booked 2 twin beds and they were right up against each other Mattresses soft,7.9,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,124 day,4,124,289
2017-04-10,The Rooms and Bathrooms were nicely decorated High Definition TV Free wi fi worked really well The staff were very friendly and accommodating The location of the Hotel was perfect for shopping and site seeing Security Room for luggage as our flight left later in the day I chose it because of its high rating and I have to say it lives up to its reputation Book with confidence,Only 5 day stay,10,"[' Leisure trip ', ' Family with young children ', ' Quadruple Room ', ' Stayed 5 nights ']",3,115 day,4,115,290
2016-04-12,Great location,The room was tiny,6.3,"[' Solo traveler ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",4,478 day,4,478,291
2017-04-20,Nice location close to the Eiffel Tower and supermarket nice and clean rooms and nice staffs,Nothing,8.8,"[' Leisure trip ', ' Family with older children ', ' Deluxe Triple Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",31,105 day,4,105,292
2017-04-24,Location was great next to Milan Central station staff very helpful friendly the room was great with a nice view,There are no Power outlets on the sides of the bed You cannot charge your cellphone,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",5,101 day,4,101,293
2016-04-17,The Sofitel is both luxurious and conveniently located in the Old Town area The breakfast staff Dorothy Simone Nanette Brianca and the rest of the staff were exceptional especially with our two kids Superb staff always smiling and helpful Even they got gifts to our little kids Breakfast is great and has a lot to choose from The butler service is amazing especially Mauricio and Domingo They arranged for our personalized tours and they are very helpful whenever we need them The hotel staff is wonderful especially Michel the evening Manager The housekeeping did a great job without noticing them,The Seafood restaurant Bridges for dinner is Okay but very pricey,9.2,"[' Leisure trip ', ' Family with young children ', ' Luxury Room 3 Adults with canal view ', ' Stayed 6 nights ']",1,473 day,4,473,294
2017-04-06,The one who served us his name is Mohammed was very helpful to us We thank him so much,No Negative,7.1,"[' Leisure trip ', ' Family with young children ', ' Standard Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",11,119 day,4,119,295
2016-04-08,The staff were extremely helpful and friendly They answered any queries I had with the utmost efficiency The room was very nice and the bed was very comfortable,No Negative,10,"[' Leisure trip ', ' Solo traveler ', ' Standard Queen Room ', ' Stayed 1 night ']",12,482 day,4,482,296
2016-04-19,Location room size staff,No Negative,9.6,"[' Leisure trip ', ' Couple ', ' Studio Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",12,471 day,4,471,297
2016-04-30,Location,Breakfast selection poor even when we went 45 minutes before end of service time Couldn t believe difference on day we were leaving when choice was excellent Not listed anywhere bar opening times and advised to use room mini bar No prices in room for cost of items Shower leaked and not repaired despite reporting it,5.8,"[' Leisure trip ', ' Family with older children ', ' Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",1,460 day,4,460,298
2017-04-18,Very friendly staff great property,No Negative,10,"[' Leisure trip ', ' Family with young children ', ' Superior Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,107 day,4,107,299
2016-04-03,Room was lovely great location friendly staff,Room looked out to square with irish bar which was loud late into the night,8.8,"[' Leisure trip ', ' Family with older children ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",7,487 day,4,487,300
